ID_Ra_500prod,Navn,DSK Kategori,Name,DSK Category,Unit,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Total kg CO2-eq/kg,Energi (KJ/100 g),Fedt (g/100 g),Kulhydrat (g/100 g),Protein (g/100 g),Data sources,Comments,"GPC brick no, level 4",ID_food,ID_pack,ID_retail,GPC Category,GPC Kategori,"GPC brick no, level 4",,"GPC brick no, level 1",,"GPC brick no, level 2",,"GPC brick no, level 3",,Ekstra kategorier
Ra00275,"Rejer, dybvands-, kogt, dybfrost",Fisk og skaldyr,"Shrimps, boiled, shell removed",Seafood,kg,0.00,1.94,8.10,0.26,0.22,0.00,10.52,291,0.8,0,15.3,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,It has been assumed that the food processing industry is located in Denmark.  Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000256,Fa0406,Pa061,Ma0333,Seafood,Fisk og skaldyr,10000256,Shellfish Prepared/Processed (Frozen),50000000,Food/Beverage/Tobacco,50120000,Seafood,50122100,Shellfish Prepared/Processed,
Ra00276,"Hummer, rå",Fisk og skaldyr,"Lobster, raw",Seafood,kg,0.00,0.69,1.94,0.26,0.66,0.00,3.55,393,1.3,0.8,19.6,"Data on inputs and outputs of the food processing industry is modelled using: Data for this species is based on data for shrimps aquaculture because it is currently fished to its carrying capacity and wild catch cannot be increased. Therefore, an increasing demand affects the marginal shellfish source, the aquaculture of shrimps.",It has been assumed that the food processing industry is located in India.  Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000019,Fa0401,Pa066,Ma0333,Seafood,Fisk og skaldyr,10000019,Shellfish – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50121700,Shellfish Unprepared/Unprocessed,
Ra00277,"Krabbe, kogt",Fisk og skaldyr,"Crab, boiled",Seafood,kg,0.00,0.75,5.01,0.08,0.05,0.00,5.90,541,5.2,0.5,20.1,"Data on inputs and outputs of the food processing industry is modelled using: Feed data from Unnikrishnan & Paulraj (2010). The Feed Conversion Rate of giant tiger prawn is used as a proxy, drawn from Fry JP et al. (2018). Electricity data are obtained with own elaboration from Kim and Zhang (2018) to reflect the electricity used in extensive aquaculture in warm climate. .",It has been assumed that the food processing industry is located in China. Electricity used are drawn from Kim and Zhang (2018) with own elaborations to reppresent a weighted average of the electricity use in warm climate extensive aquacultrue. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000256,Fa0402,Pa062,Ma0333,Seafood,Fisk og skaldyr,10000256,Shellfish Prepared/Processed (Frozen),50000000,Food/Beverage/Tobacco,50120000,Seafood,50122100,Shellfish Prepared/Processed,
Ra00278,"Reje, sort tiger-, opdræt, kogt, dybfrost",Fisk og skaldyr,"Prawn, giant tiger, aquaculture, boiled, frozen",Seafood,kg,0.00,1.72,10.42,0.08,0.19,0.03,12.43,263,0.3,0,14.8,Data on inputs and outputs of the food processing industry is modelled using: The Feed Conversion Rate is drawn from Fry JP et al. (2018).  Data on electricity use are obtained from Nielsen PH (2003).,It has been assumed that the food processing industry is located in Denmark.  Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000256,Fa0405,Pa062,Ma0334,Seafood,Fisk og skaldyr,10000256,Shellfish Prepared/Processed (Frozen),50000000,Food/Beverage/Tobacco,50120000,Seafood,50122100,Shellfish Prepared/Processed,
Ra00279,"Reje, dybvands, kogt, i lage",Fisk og skaldyr,"Shrimp, boiled, in brine",Seafood,kg,0.00,1.94,8.10,0.26,0.22,0.00,10.52,303,0.9,0.4,15.5,Data on inputs and outputs of the food processing industry is modelled using: Data source on edible portion: FAO (1989). The Feed Conversion Rate is drawn from Fry JP et al. (2018). Data on electricity use are obtained from Nielsen PH (2003).,It has been assumed that the food processing industry is located in Denmark.  Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000258,Fa0407,Pa061,Ma0333,Seafood,Fisk og skaldyr,10000258,Shellfish Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50120000,Seafood,50122100,Shellfish Prepared/Processed,
Ra00280,"Pop corn, traditionelle",Tilberedte/konserverede fødevarer,"Pop corn, oil and salt added, traditional",Prepared/preserved foods,kg,0.18,0.12,0.57,0.26,0.11,0.01,1.25,1960,20.2,57.9,9.6,Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020x); Expondo (2020).,"It has been assumed that the food processing industry is located in Denmark. Ingredients based on an actual product in Open Food Facts (2020x). Manufacturing is a coarse estimate, includes only electricity for a medium sized popcorn roaster, as used in shops, cinemas, etc. No data on packaging or on losses during manufacturing. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000252,Fa0174,Pa066,Ma0332,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000252,Popcorn (Shelf Stable),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50192100,Snacks,
Ra00281,"Peanuts, jordnød, ristet og saltet",Frugt/grøntsagsprodukter,"Peanuts, oilroasted and salted",Fruit/vegetable products,kg,0.47,0.41,1.24,0.26,0.11,0.01,2.50,2614,53.3,8.1,28.4,Data on inputs and outputs of the food processing industry is modelled using: EKO (2020); Open Food Facts (2020x).,"It has been assumed that the food processing industry is located in Denmark. Recipe is approximated as in popcorn (Open Food facts 2020x), replacing maize by peanut. Energy consumption based on specifications of an industrial roaster (EKO 2020). No losses considered during production. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000236,Fa0175,Pa066,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000236,Nuts/Seeds – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50101800,Nuts/Seeds – Prepared/Processed,Bælgfrugter
Ra00282,"Jordbær, rå",Frugt,"Strawberry, raw",Fruits,kg,0.15,0.06,0.00,0.14,0.20,0.01,0.56,162,0.6,6.1,0.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005921,Cm155,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005921,Strawberries,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00283,"Hindbær, rå",Frugt,"Raspberry, raw",Fruits,kg,0.27,0.11,0.00,0.14,0.31,0.01,0.84,215,1.3,4,1.4,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005927,Cm141,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005927,Raspberries,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00284,"Solbær, rå",Frugt,"Currant, black, raw",Fruits,kg,0.25,0.08,0.00,0.14,0.05,0.01,0.53,314,1.3,9.9,1.5,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006194,Cm054,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10006194,Black Currants,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00285,"Blåbær, rå",Frugt,"Blueberries, raw",Fruits,kg,1.76,0.94,0.00,0.14,0.05,0.01,2.91,219,0.5,10.4,0.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005928,Cm016,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005928,Bilberries,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00286,"Brombær, rå",Frugt,"Blackberry, raw",Fruits,kg,0.31,0.14,0.00,0.14,0.30,0.01,0.91,153,1,4.5,1.4,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005923,Cm015,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005923,Blackberries,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00287,"Hyben, rå",Frugt,"Rose hip, raw",Fruits,kg,0.19,0.03,0.00,0.14,0.27,0.01,0.65,332,0.5,15,0.6,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006430,Cm064,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10006430,Hybrids of Berries,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00288,"Hyldebær, rå",Frugt,"Elderberry, raw",Fruits,kg,0.31,0.14,0.00,0.14,0.30,0.01,0.91,281,0.5,11.6,0.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006432,Cm015,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10006432,Elderberries,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00289,"Ribs, rå",Frugt,"Currant, red, raw",Fruits,kg,0.25,0.08,0.00,0.14,0.05,0.01,0.53,265,1.7,9.3,1.3,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006193,Cm054,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10006193,Red Currants,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00290,"Stikkelsbær, rå",Frugt,"Gooseberry, raw",Fruits,kg,0.21,0.09,0.00,0.14,0.40,0.01,0.85,185,0.5,7.3,0.9,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005932,Cm070,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005932,Gooseberries,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00291,"Jordbær, dybfrost, usukrede",Frugt/grøntsagsprodukter,"Strawberries, frozen, unsweetened",Fruit/vegetable products,kg,0.07,0.02,0.01,0.06,0.79,0.03,0.98,173,0.4,5.9,0.4,Data on inputs and outputs of the food processing industry is modelled using: Milà i Canals et al. (2008).,"It has been assumed that the food processing industry is located in Spain. Generic inventory for vegetable freezing in Milà i Canals et al. (2008), which we link to the fruit/vegetable being processed. Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000204,Fa0103,Pa040,Ma0334,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000204,Fruit – Prepared/Processed (Frozen),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102000,Fruit – Prepared/Processed,
Ra00292,"Tranebær, rå",Frugt,"Cranberry, raw",Fruits,kg,0.15,0.03,0.00,0.14,0.54,0.01,0.87,177,0.1,7.6,0.4,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005930,Cm052,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005930,Cranberries,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251000,Berries/Small Fruit,
Ra00293,"Blåbær, frosne, usukrede",Frugt/grøntsagsprodukter,"Blueberry, frozen, unsweetened",Fruit/vegetable products,kg,0.16,0.05,0.06,0.06,0.66,0.03,1.02,224,0.6,10.7,0.4,Data on inputs and outputs of the food processing industry is modelled using: Milà i Canals et al. (2008).,"It has been assumed that the food processing industry is located in RoW America. Generic inventory for vegetable freezing in Milà i Canals et al. (2008), which we link to the fruit/vegetable being processed. Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000204,Fa0104,Pa040,Ma0334,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000204,Fruit – Prepared/Processed (Frozen),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102000,Fruit – Prepared/Processed,
Ra00294,"Hindbær, dybfrost, rå",Frugt/grøntsagsprodukter,"Raspberry, frozen",Fruit/vegetable products,kg,0.17,0.15,0.15,0.06,0.30,0.03,0.86,223,1.3,6.5,1.4,Data on inputs and outputs of the food processing industry is modelled using: Milà i Canals et al. (2008).,"It has been assumed that the food processing industry is located in RoW Europe. Generic inventory for vegetable freezing in Milà i Canals et al. (2008), which we link to the fruit/vegetable being processed. Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000204,Fa0105,Pa040,Ma0334,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000204,Fruit – Prepared/Processed (Frozen),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102000,Fruit – Prepared/Processed,
Ra00295,"Flødeost, ost 60+",Mælk/æg/erstatningsprodukter,"Cheese, Cream, 60 % fidm.",Milk/eggs/substitute products,kg,4.46,0.46,2.33,0.35,0.12,0.00,7.72,1379,31.5,2.1,10,Data on inputs and outputs of the food processing industry is modelled using: González-Garcíaet al. (2013a).,It has been assumed that the food processing industry is located in Denmark. Data from González-García et al. (2013a). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000028,Fa0085,Pa034,Ma0333,Milk/butter/cream/yougurts/cheese/eggs/substitutes,Mælk/smør/fløde/youghurt/ost/æg/erstatningsprodukter,10000028,Cheese (Perishable),50000000,Food/Beverage/Tobacco,50130000,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50131800,Cheese/Cheese Substitutes,
Ra00296,"Brie, ost 45+",Mælk/æg/erstatningsprodukter,"Cheese, Brie, 45 % fidm.",Milk/eggs/substitute products,kg,2.67,0.15,-0.37,0.35,0.11,0.00,2.92,1182,22,0.1,20.3,Data on inputs and outputs of the food processing industry is modelled using: Djekic et al. (2014); Nielsen et al. (2003).,"It has been assumed that the food processing industry is located in Denmark. Data from seven dairies, given as ranges, in Djekic et al. (2014). The arithmetic averages are used. Production of whey and cream is not reported, we approximate this with data for yellow cheese production from the DK food database (Nielsen et al. 2003), assuming that they are produced proportionaly to the milk input. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000028,Fa0083,Pa034,Ma0333,Milk/butter/cream/yougurts/cheese/eggs/substitutes,Mælk/smør/fløde/youghurt/ost/æg/erstatningsprodukter,10000028,Cheese (Perishable),50000000,Food/Beverage/Tobacco,50130000,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50131800,Cheese/Cheese Substitutes,
Ra00297,"Hytteost, ost 20+",Mælk/æg/erstatningsprodukter,"Cheese, cottage, 20 % fidm.",Milk/eggs/substitute products,kg,2.67,0.15,-0.37,0.35,0.11,0.00,2.92,441,4.4,2.5,13,Data on inputs and outputs of the food processing industry is modelled using: Djekic et al. (2014); Nielsen et al. (2003).,"It has been assumed that the food processing industry is located in Denmark. Data from seven dairies, given as ranges, in Djekic et al. (2014). The arithmetic averages are used. Production of whey and cream is not reported, we approximate this with data for yellow cheese production from the DK food database (Nielsen et al. 2003), assuming that they are produced proportionaly to the milk input. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000028,Fa0083,Pa034,Ma0333,Milk/butter/cream/yougurts/cheese/eggs/substitutes,Mælk/smør/fløde/youghurt/ost/æg/erstatningsprodukter,10000028,Cheese (Perishable),50000000,Food/Beverage/Tobacco,50130000,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50131800,Cheese/Cheese Substitutes,
Ra00298,"Bulgur, parboiled, rå",Korn-/gryn-/bælgfrugtprodukter,"Bulgur, parboiled, raw",Cereal/grain/pulse products,kg,0.58,0.08,0.16,0.20,0.12,0.01,1.15,1444,1.9,45.5,11.8,"Data on inputs and outputs of the food processing industry is modelled using: Blengini A, Busto M (2009) The life cycle of rice: LCA of alternative agri-food chain management systems in Vercelli (Italy). J Environ Manage 90(3):1512–1522.","It has been assumed that the food processing industry is located in Denmark. Bulgur production is approximated as as parboiled rice, with data from Blengini and Busto (2009), replacing rice by wheat as raw material. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000211,Fa0027,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000211,Grains/Cereal – Not Ready to Eat – (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00299,"Majs, kerner, konserves",Frugt/grøntsagsprodukter,"Sweetcorn, kernels, canned",Fruit/vegetable products,kg,0.05,0.03,0.14,0.32,0.07,0.01,0.61,428,1.1,16.1,3.1,Data on inputs and outputs of the food processing industry is modelled using: Miller (2017).,"It has been assumed that the food processing industry is located in Denmark. The reference flow is 1 kg can content. A can contains 75% corn wet weight and 25% water. Corn dry matter in the can is approx. 25% but this needs to be adapted in the model as coming from the farm (dried at approx. 85%). We have recalculated the input of dry corn based on these figures, and added the remainder as tap water, which has been added to the original volume of tap water in the report. Steam is converted from kg to MJ assuming a calorific value of 2.75 MJ/kg. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000272,Fa0134,Pa044,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000272,Vegetables – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102100,Vegetables – Prepared/Processed,
Ra00300,"Ris, parboiled, rå",Korn-/gryn-/bælgfrugtprodukter,"Rice, parboiled, raw",Cereal/grain/pulse products,kg,0.35,0.16,0.16,0.20,0.40,0.01,1.28,1518,1.2,78.1,8.2,"Data on inputs and outputs of the food processing industry is modelled using: Blengini A, Busto M (2009) The life cycle of rice: LCA of alternative agri-food chain management systems in Vercelli (Italy). J Environ Manage 90(3):1512–1522.",It has been assumed that the food processing industry is located in Denmark. Data from Blengini and Busto (2009). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000211,Fa0026,Pa019,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000211,Grains/Cereal – Not Ready to Eat – (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00301,"Quinoa, sort, rå",Korn-/gryn-/bælgfrugtprodukter,"Quinoa, black, raw",Cereal/grain/pulse products,kg,1.04,0.63,0.00,0.20,0.60,0.01,2.49,1461,6.5,42.3,13.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000211,Cm138,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000211,Grains/Cereal – Not Ready to Eat – (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00302,"Peber, sort",Krydderier/konserveringsmidler/ekstrakter,"Pepper, black",Seasonings/preservatives/extracts,kg,0.77,0.27,0.00,2.72,0.54,0.01,4.30,1274,3.3,44.5,10.9,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006214,Cm038,Pa055,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10006214,Extracts/Seasonings/Flavour Enhancers (Shelf Stable),50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,
Ra00303,"Sennep, gul, færdiglavet",Krydderier/konserveringsmidler/ekstrakter,"Mustard, yellow, ready made",Seasonings/preservatives/extracts,kg,0.20,0.12,0.47,0.78,0.17,0.01,1.76,691,6.4,20.2,5.7,"Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020) Yellow Mustard Sweet - Heinz - 240g - 220ml. https://world.openfoodfacts.org/product/50157556/yellow-mustard-sweet-heinz

Open Food Facts (2020) Moutarde de Dijon Forte - Auchan. https://world.openfoodfacts.org/product/3596710473298/moutarde-de-dijon-forte-auchan

Andersson K, Ohlsson T, Olsson P (1998) Screening life cycle assessment (LCA) of tomato ketchup: a case study. Journal of Cleaner Production, 6(3–4): 277-288.
.","It has been assumed that the food processing industry is located in Denmark. Recipe from two actual products, only main ingredients. Assumed a 3% waste rate in ingredients. Manufacturing assumed as in ketchup.(Andersson et al. 1998). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006322,Fa0088,Pa037,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10006322,Mustard (Shelf Stable),50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171800,Sauces/Spreads/Dips/Condiments,
Ra00304,"Karry, pulver",Krydderier/konserveringsmidler/ekstrakter,Curry powder,Seasonings/preservatives/extracts,kg,1.46,0.35,0.05,2.72,0.11,0.01,4.70,1421,13.8,25.2,12.7,Data on inputs and outputs of the food processing industry is modelled using: No specfic sources on this product. See comments field.,It has been assumed that the food processing industry is located in Denmark. Curry powder production is approximated as spices. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10006214,Fa0176,Pa055,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10006214,Extracts/Seasonings/Flavour Enhancers (Shelf Stable),50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,
Ra00305,"Bitter, Gammel Dansk Bitter Dram",Drikkevarer,"BITTER, Gammel Dansk Bitter Dram",Beverages,kg,1.10,-0.05,-0.11,0.37,0.72,0.01,2.04,885,0,0,0,Data on inputs and outputs of the food processing industry is modelled using: Amienyo (2012); Graham (2019).,"It has been assumed that the food processing industry is located in United Kingdom. Data from Amienyo (2012) except density, estimated at 0.94 Kg/L, From Graham (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000263,Fa0016,Pa008,Ma0332,Beverages,Drikkevarer,10000263,Spirits,50000000,Food/Beverage/Tobacco,50200000,Beverages,50202200,Alcoholic Beverages (Includes De-Alcoholised Variants),
